GENE_SYMBOL	NAME	COSMIC_GENE_ID	CHROMOSOME	GENOME_START	GENOME_STOP	CHR_BAND	SOMATIC	GERMLINE	TUMOUR_TYPES_SOMATIC	TUMOUR_TYPES_GERMLINE	CANCER_SYNDROME	TISSUE_TYPE	MOLECULAR_GENETICS	ROLE_IN_CANCER	MUTATION_TYPES	TRANSLOCATION_PARTNER	OTHER_GERMLINE_MUT	OTHER_SYNDROME	TIER	SYNONYMS
SPEN	spen family transcriptional repressor	COSG69096	1	15847864	15940460	1p36.21	y	n	SMZL, adenoid cystic carcinoma, DLBCL			L	Rec	TSG	F, Mis, N		n		1	SPEN,ENSG00000065526.10,Q96T58,23013,KIAA0929,MINT,RBM15C,SHARP
SPOP	speckle type BTB/POZ protein	COSG63219	17	49598884	49678234	17q21.33	y	y	prostate, endometrial	prostate cancer		E	Rec	TSG	Mis		n		1	SPOP,ENSG00000121067.17,O43791,8405,BTBD32,TEF2
SRC	SRC proto-oncogene, non-receptor tyrosine kinase	COSG62428	20	37344685	37406050	20q11.23	y	n	colorectal cancer, endometrial carcinoma			E	Dom	oncogene	Mis, N		n		1	SRC,ENSG00000197122.11,P12931,6714,ASV,c-src
SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	COSG90916	3	8980591	9363053	3p25.3	y	n	pilocytic astrocytoma			O	Dom	fusion	T	RAF1	n		2	SRGAP3,ENSG00000196220.15,O43295,9901,ARHGAP14,KIAA0411,MEGAP,WRP
SRSF2	serine and arginine rich splicing factor 2	COSG66820	17	76734115	76737374	17q25.1	y	n	MDS, CLL			L	Dom	oncogene	Mis		n		1	SRSF2,ENSG00000161547.16,Q01130,6427,PR264,SC-35,SC35,SFRS2A
SRSF3	serine and arginine rich splicing factor 3	COSG100307	6	36594353	36605600	6p21.31	y	n	follicular lymphoma			L	Dom	oncogene, fusion	T	BCL6	n		1	SRSF3,ENSG00000112081.16,P84103,6428,SRp20
SS18	SS18, nBAF chromatin remodeling complex subunit	COSG67889	18	26016253	26091217	18q11.2	y	n	synovial sarcoma			M	Dom	fusion	T	SSX1,  SSX2, SSX4	n		1	SS18,ENSG00000141380.13,Q15532,6760,SYT
SS18L1	SS18L1, nBAF chromatin remodeling complex subunit	COSG68150	20	62143795	62182484	20q13.33	y	n	synovial sarcoma			M	Dom	fusion	T	SSX1	n		1	SS18L1,ENSG00000184402.14,O75177,26039,CREST,KIAA0693
SSX1	SSX family member 1	COSG107838	X	48255317	48267444	Xp11.23	y	n	synovial sarcoma			M	Dom	oncogene, fusion	T	SS18	n		1	SSX1,ENSG00000126752.7,Q16384,6756,CT5.1
SSX2	SSX family member 2	COSG89496	X	52696896	52707189	Xp11.22	y	n	synovial sarcoma			M	Dom	oncogene, fusion	T	SS18	n		1	SSX2,ENSG00000241476.8,Q16385,6757,CT5.2a,HD21,HOM-MEL-40,MGC119055,MGC15364,MGC3884
SSX4	SSX family member 4	COSG73109	X	48383516	48393347	Xp11.23	y	n	synovial sarcoma			M	Dom	oncogene, fusion	T	SS18	n		1	SSX4,ENSG00000268009.5,O60224,6759,CT5.4
STAG1	stromal antigen 1	COSG104937	3	136336233	136752403	3q22.3	y	n	colorectal cancer, AML			E, L		TSG	Mis, N		n		2	STAG1,ENSG00000118007.12,Q8WVM7,10274,SA-1,SA1,SCC3A
STAG2	stromal antigen 2	COSG95834	X	123960212	124422664	Xq25	y	n	bladder carcinoma, glioblastoma, melanoma, Ewing's sarcoma, myeloid neoplasms			E, L, M, O	Rec	TSG	Mis, N, F, S		n		1	STAG2,ENSG00000101972.18,Q8N3U4,10735,SA-2,SA2,SCC3B
STAT3	signal transducer and activator of transcription 3	COSG84383	17	42313324	42388568	17q21.2	y	y	T-cell large granular lymphocytic leukaemia	paediatric large granular lymphocytic leukaemia		L	Dom	oncogene	Mis,O		y	IPEX-like syndrome	1	STAT3,ENSG00000168610.14,P40763,6774,APRF
STAT5B	signal transducer and activator of transcription 5B	COSG97911	17	42199168	42276707	17q21.2	y	n	large granular lymphocytic leukaemia, skin basal cell, APL			L, E	Dom	oncogene, TSG, fusion	Mis, O, T	RARA	y	IPEX-like syndrome	1	STAT5B,ENSG00000173757.9,P51692,6777
STAT6	signal transducer and activator of transcription 6	COSG114380	12	57095408	57132139	12q13.3	y	n	solitary fibrous tumour, meningeal haemangiopericytoma			M, O	Dom	oncogene, fusion	T	NAB2	n		1	STAT6,ENSG00000166888.11,P42226,6778,D12S1644,IL-4-STAT
STIL	STIL, centriolar assembly protein	COSG80911	1	47250139	47314147	1p33	y	n	T-ALL			L	Dom	oncogene, fusion	T	TAL1	n		1	STIL,ENSG00000123473.15,Q15468,6491,MCPH7
STK11	serine/threonine kinase 11	COSG67170	19	1177558	1228435	19p13.3	y	y	NSCLC, pancreatic	jejunal hamartoma, ovarian, testicular, pancreatic	Peutz-Jeghers syndrome	E, M, O	Rec	TSG	D, Mis, N, F, S		n		1	STK11,ENSG00000118046.14,Q15831,6794,LKB1,PJS
STRN	striatin	COSG109920	2	36843640	36966472	2p22.2	y	n	anaplastic thyroid, papillary thyroid, lung			E	Dom	fusion	T	ALK	n		1	STRN,ENSG00000115808.11,O43815,6801,PPP2R6A,STRN1
SUB1	SUB1 homolog, transcriptional regulator	COSG89159	5	32531633	32604079	5p13.3	y	n	lung cancer			E			A		n		2	SUB1,ENSG00000113387.11,P53999,10923,PC4,p14,p15
SUFU	SUFU negative regulator of hedgehog signaling	COSG111528	10	102503987	102633535	10q24.32	y	y	medulloblastoma	medulloblastoma	medulloblastoma predisposition	O	Rec	TSG	D, F, S		n		1	SUFU,ENSG00000107882.11,Q9UMX1,51684,PRO1280,SUFUH,SUFUXL
SUZ12	SUZ12, polycomb repressive complex 2 subunit	COSG102561	17	31937018	32001045	17q11.2	y	n	endometrial stromal tumour			M	Dom	oncogene, TSG, fusion	T	JAZF1	n		1	SUZ12,ENSG00000178691.10,Q15022,23512,CHET9,JJAZ1,KIAA0160
SYK	spleen associated tyrosine kinase	COSG106457	9	90801787	90898549	9q22.2	y	n	MDS, peripheral T-cell lymphoma			L	Dom	oncogene, fusion	T	ETV6, ITK	n		1	SYK,ENSG00000165025.14,P43405,6850
TAF15	TATA-box binding protein associated factor 15	COSG76204	17	35713791	35864615	17q12	y	n	extraskeletal myxoid chondrosarcoma, ALL			L, M	Dom	oncogene, fusion	T	NR4A3, CHN1, ZNF384	n		1	TAF15,ENSG00000270647.5,Q92804,8148,Npl3,RBP56,hTAFII68
TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	COSG97131	1	47216290	47232220	1p33	y	n	lymphoblastic leukaemia/biphasic			L	Dom	oncogene, fusion	T	TRD, STIL	n		1	TAL1,ENSG00000162367.11,P17542,6886,SCL,bHLHa17
TAL2	TAL bHLH transcription factor 2	COSG92048	9	105662457	105663112	9q31.2	y	n	T-ALL			L	Dom	oncogene, fusion	T	TRB	n		1	TAL2,ENSG00000186051.6,Q16559,6887,bHLHa19
TBL1XR1	transducin beta like 1 X-linked receptor 1	COSG96938	3	177019340	177228000	3q26.32	y	n	splenic marginal zone lymphoma, primary central nervous system lymphoma, colorectal carcinoma, gallbladder carcinoma			L, E, M	Rec	oncogene, TSG, fusion	F, Mis, T		n		1	TBL1XR1,ENSG00000177565.16,Q9BZK7,79718,C21,DC42,FLJ12894,IRA1,TBLR1
TBX3	T-box 3	COSG61092	12	114670254	114684164	12q24.21	y	n	breast, large intestine, skin			E	Dom	oncogene, TSG	Mis, N, F, O		y	ulnar-mammary syndrome	1	TBX3,ENSG00000135111.15,O15119,6926,TBX3-ISO,XHL
TCEA1	transcription elongation factor A1	COSG66746	8	53966552	54022529	8q11.23	y	n	salivary adenoma			E	Dom	fusion	T	PLAG1	n		1	TCEA1,ENSG00000187735.13,P23193,6917,SII,TF2S,TFIIS
TCF12	transcription factor 12	COSG62962	15	56918623	57299281	15q21.3	y	n	extraskeletal myxoid chondrosarcoma			M	Dom	fusion	T	NR4A3	n		1	TCF12,ENSG00000140262.17,Q99081,6938,HEB,HTF4,HsT17266,bHLHb20,p64
TCF3	transcription factor 3	COSG59650	19	1609290	1652605	19p13.3	y	n	pre B-ALL			L	Dom	oncogene, TSG, fusion	T	PBX1, HLF, TFPT	n		1	TCF3,ENSG00000071564.14,P15923,6929,E2A,E47,ITF1,MGC129647,MGC129648,VDIR,bHLHb21,p75
TCF7L2	transcription factor 7 like 2	COSG99267	10	112950250	113167678	10q25.3	y	n	colorectal			E	Dom	oncogene, fusion	T	VTI1A	n		1	TCF7L2,ENSG00000148737.16,Q9NQB0,6934,TCF-4
TCL1A	T cell leukemia/lymphoma 1A	COSG80884	14	95709967	95714196	14q32.13	y	n	T-CLL			L	Dom	oncogene, fusion	T	TRA	n		1	TCL1A,ENSG00000100721.10,P56279,8115,TCL1
TEC	tec protein tyrosine kinase	COSG72827	4	48135783	48269864	4p12	y	n	myxoid chondrosarcoma			M		oncogene, fusion	T		n		2	TEC,ENSG00000135605.12,P42680,7006,PSCTK4
TENT5C	terminal nucleotidyltransferase 5C	COSG82010	1	117605934	117628372	1p12	y	n	MM			L	Rec	TSG	Mis, F, O		n		1	TENT5C,ENSG00000183508.4,Q5VWP2,54855,FLJ20202
TERT	telomerase reverse transcriptase	COSG76097	5	1253147	1295069	5p15.33	y	y	melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types	melanoma		E, O	Dom	oncogene, TSG	Promoter Mis		y	Dyskeratosis congenita, Telomere-related pulmonary fibrosis and/or bone marrow failure  1	1	TERT,ENSG00000164362.18,O14746,7015,EST2,TCS1,TP2,TRT,hEST2
TET1	tet methylcytosine dioxygenase 1	COSG68435	10	68560656	68694482	10q21.3	y	n	AML			L	Dom	oncogene, TSG, fusion	T	KMT2A	n		1	TET1,ENSG00000138336.8,Q8NFU7,80312,KIAA1676,LCX,bA119F7.1
TET2	tet methylcytosine dioxygenase 2	COSG109769	4	105145875	105279816	4q24	y	n	MDS			L	Rec	TSG	Mis, N, F		n		1	TET2,ENSG00000168769.13,Q6N021,54790,FLJ20032
TFE3	transcription factor binding to IGHM enhancer 3	COSG110599	X	49028726	49043486	Xp11.23	y	n	papillary renal, alveolar soft part sarcoma, renal			E	Dom	oncogene, fusion	T	SFPQ, ASPSCR1, PRCC, NONO, CLTC	n		1	TFE3,ENSG00000068323.16,P19532,7030,TFEA,bHLHe33
TFEB	transcription factor EB	COSG81648	6	41683978	41736259	6p21.1	y	n	renal cell carcinoma (childhood epithelioid)			E,M	Dom	oncogene, fusion	T	ALPHA	n		1	TFEB,ENSG00000112561.17,7942,TCFEB,bHLHe35
TFG	TRK-fused gene	COSG60365	3	100709331	100748966	3q12.2	y	n	papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma			E, L, M	Dom	fusion	T	NTRK1, ALK, NR4A3	n		1	TFG,ENSG00000114354.13,Q92734,10342,FLJ36137,SPG57,TF6
TFPT	TCF3 fusion partner	COSG94651	19	54107013	54115675	19q13.42	y	n	pre-B ALL			L	Dom	fusion	T	TCF3	n		2	TFPT,ENSG00000105619.13,P0C1Z6,29844,FB1,INO80F,amida
TFRC	transferrin receptor	COSG93056	3	196027183	196082189	3q29	y	n	NHL			L	Dom	fusion	T	BCL6	n		2	TFRC,ENSG00000072274.12,P02786,7037,CD71,TFR1,p90
TGFBR2	transforming growth factor beta receptor 2	COSG68111	3	30606502	30694142	3p24.1	y	y	head and neck, colorectal	colorectal	Hereditary Nonpolyposis Colorectal Cancer type 6	E	Rec	TSG	Mis, F, N		y	Loeys-Dietz syndrome 2	1	TGFBR2,ENSG00000163513.17,P37173,7048,TBR-ii,TBRII
THRAP3	thyroid hormone receptor associated protein 3	COSG77463	1	36224416	36305357	1p34.3	y	n	aneurysmal bone cyst			M	Dom	fusion	T	USP6	n		2	THRAP3,ENSG00000054118.13,Q9Y2W1,9967,BCLAF2,TRAP150
TLX1	T cell leukemia homeobox 1	COSG114529	10	101130505	101137789	10q24.31	y	n	T-ALL			L	Dom	oncogene, fusion	T	TRB, TRD	n		1	TLX1,ENSG00000107807.12,P31314,3195
TLX3	T cell leukemia homeobox 3	COSG101712	5	171309284	171312134	5q35.1	y	n	T-ALL			L	Dom	oncogene, fusion	T	BCL11B	n		1	TLX3,ENSG00000164438.5,O43711,30012,RNX
TMEM127	transmembrane protein 127	COSG94256	2	96248516	96265994	2q11.2	n	y		pheochromocytoma, renal cell carcinoma		O, E	Rec	TSG	F, N		n		1	TMEM127,ENSG00000135956.8,O75204,55654,FLJ20507,FLJ22257
TMPRSS2	transmembrane serine protease 2	COSG82247	21	41464551	41531116	21q22.3	y	n	prostate			E	Dom	fusion	T	ERG, ETV1, ETV4, ETV5	n		1	TMPRSS2,ENSG00000184012.11,O15393,7113,PRSS10
TMSB4X	thymosin beta 4 X-linked	COSG64710	X	12975108	12977227	Xp22.2	y	n	DLBCL			L		oncogene	Mis, S, N, F		n		2	TMSB4X,ENSG00000205542.10,P62328,7114,TB4X
TNC	tenascin C	COSG105617	9	115019578	115118257	9q33.1	y	n	SCC, melanoma			E		oncogene	Mis		n		2	TNC,ENSG00000041982.15,P24821,3371,MGC167029,TN
TNFAIP3	TNF alpha induced protein 3	COSG107227	6	137867188	137883312	6q23.3	y	n	marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL			L	Rec	TSG	D, N, F		n		1	TNFAIP3,ENSG00000118503.14,P21580,7128,A20,OTUD7C
TNFRSF14	TNF receptor superfamily member 14	COSG68245	1	2555639	2565382	1p36.32	y	n	follicular lymphoma			L	Rec	TSG	Mis, N, F		n		1	TNFRSF14,ENSG00000157873.17,Q92956,8764,ATAR,CD270,HVEA,HVEM,LIGHTR,TR2
TNFRSF17	TNF receptor superfamily member 17	COSG95322	16	11965107	11968068	16p13.13	y	n	intestinal T-cell lymphoma			L	Dom	oncogene, fusion	T	IL2	n		1	TNFRSF17,ENSG00000048462.10,Q02223,608,BCM,CD269,TNFRSF13A
TNRC18	trinucleotide repeat containing 18	COSG96118	7	5306790	5425414	7p22.1	y	n	paediatric AML, promyelocytic leukaemia			L		fusion	T	HOXA9, IKZF1, RARA, XPO1	n		2	TNRC18,ENSG00000182095.14,O15417,84629,CAGL79,KIAA1856,TNRC18A
TOP1	DNA topoisomerase I	COSG78149	20	41028818	41124487	20q12	y	n	AML*			L	Dom	fusion	T	NUP98	n		1	TOP1,ENSG00000198900.5,P11387,7150
TP53	tumor protein p53	COSG115384	17	7661779	7687550	17p13.1	y	y	breast, colorectal, lung, sarcoma, prostate, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types	breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types	Li-Fraumeni syndrome	L, E, M, O	Rec	oncogene, TSG, fusion	Mis, N, F, T, D	NTRK1	n		1	TP53,ENSG00000141510.16,P04637,7157,LFS1,p53
TP63	tumor protein p63	COSG61770	3	189631416	189897279	3q28	y	y	HNSCC, DLBCL	NSCLC		E		oncogene, TSG	Mis, N, T	TBL1XR1	y	associated with Hay-Wells syndrome, ADULT syndrome, ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome (EEC), acro-dermato-ungual-lacrimal-tooth syndrome, limb mammary syndrome, Rapp-Hodgkin syndrome, split hand-split foot malformation	1	TP63,ENSG00000073282.12,Q9H3D4,8626,EEC3,KET,NBP,OFC8,SHFM4,p51,p53CP,p63,p73H,p73L
TPM3	tropomyosin 3	COSG101931	1	154155304	154194648	1q21.3	y	n	papillary thyroid, ALCL, NSCLC, Spitzoid tumour			E, L	Dom	TSG, fusion	T	NTRK1, ALK, ROS1	n		1	TPM3,ENSG00000143549.19,P06753,7170,TRK
TPM4	tropomyosin 4	COSG98099	19	16067021	16103005	19p13.12	y	n	ALCL			L	Dom	fusion	T	ALK	n		1	TPM4,ENSG00000167460.15,7171
TPR	translocated promoter region, nuclear basket protein	COSG113909	1	186311652	186375693	1q31.1	y	n	papillary thyroid, NSCLC			E	Dom	fusion	T	NTRK1, ALK	n		1	TPR,ENSG00000047410.13,P12270,7175
TRA	T cell receptor alpha locus	COSG116140	14			14q11.2	y	n	T-ALL			L	Dom	fusion	T	ATL, OLIG2, MYC, TCL1A, TCL6, MTCP1, TCL6	n		1	TRA,6955
TRAF7	TNF receptor associated factor 7	COSG74104	16	2155698	2178129	16p13.3	y	n	meningioma			O	Dom	TSG	Mis		n		1	TRAF7,ENSG00000131653.12,Q6Q0C0,84231,DKFZp586I021,MGC7807,RNF119
TRB	T cell receptor beta locus	COSG116141	7			7q34	y	n	T-ALL			L	Dom	fusion	T	HOX11, LCK, NOTCH1, TAL2, LYL1	n		1	TRB,6957
TRD	T cell receptor delta locus	COSG116142	14			14q11.2	y	n	T-cell leukaemia			L	Dom	fusion	T	TAL1, HOX11, TLX1, LMO1, LMO2, RANBP17	n		1	TRD,6964,TCRDV1
TRIM24	tripartite motif containing 24	COSG114610	7	138460334	138589993	7q34	y	n	APL			L	Dom	oncogene, TSG, fusion	T	RARA	n		1	TRIM24,ENSG00000122779.17,O15164,8805,RNF82,TIF1A,Tif1a,hTIF1
TRIM27	tripartite motif containing 27	COSG92877	6	28903002	28923989	6p22.1	y	n	papillary thyroid			E	Dom	oncogene, fusion	T	RET	n		1	TRIM27,ENSG00000204713.10,P14373,5987,RNF76
TRIM33	tripartite motif containing 33	COSG58637	1	114392777	114511160	1p13.2	y	n	papillary thyroid			E	Dom	TSG, fusion	T	RET	n		1	TRIM33,ENSG00000197323.11,Q9UPN9,51592,FLJ11429,KIAA1113,PTC7,RFG7,TF1G,TIF1G,TIF1GAMMA,TIFGAMMA
TRIP11	thyroid hormone receptor interactor 11	COSG101385	14	91965991	92040896	14q32.12	y	n	AML			L	Dom	fusion	T	PDGFRB	n		1	TRIP11,ENSG00000100815.12,Q15643,9321,CEV14,GMAP-210,GMAP210,Trip230
TRRAP	transformation/transcription domain associated protein	COSG67046	7	98877933	99050831	7q22.1	y	n	melanoma			E	Dom	oncogene	Mis		n		1	TRRAP,ENSG00000196367.13,Q9Y4A5,8295,PAF400,TR-AP,Tra1
TSC1	TSC complex subunit 1	COSG74466	9	132891348	132946874	9q34.13	y	y	renal cell carcinoma, bladder carcinoma	hamartoma, renal cell carcinoma, tuberous sclerosis tuber	Tuberous sclerosis 1	E, O	Rec	TSG	D, Mis, N, F, S		n		1	TSC1,ENSG00000165699.14,Q92574,7248,KIAA0243,LAM,hamartin
TSC2	TSC complex subunit 2	COSG57978	16	2047465	2089487	16p13.3	y	y	pulmonary lymphangioleiomyomatosis (LAM), renal angiomyolipoma, HNSCC	hamartoma, renal cell carcinoma, tuberous sclerosis tuber	Tuberous sclerosis 2	E, O	Rec	TSG	D, Mis, N, F, S		n		1	TSC2,ENSG00000103197.17,P49815,7249,LAM,PPP1R160,tuberin
TSHR	thyroid stimulating hormone receptor	COSG90928	14	80954989	81146302	14q31.1	y	n	toxic thyroid adenoma, thyroid gland follicular carcinoma			E	Dom		Mis		y	familial non-autoimmune autosomal dominant hyperthyroidism	2	TSHR,ENSG00000165409.17,7253,LGR3
U2AF1	U2 small nuclear RNA auxiliary factor 1	COSG64514	21	43092956	43107587	21q22.3	y	n	CLL, MDS			L	Dom	oncogene	Mis		n		1	U2AF1,ENSG00000160201.11,Q01081,7307,RN,RNU2AF1,U2AF35
UBR5	ubiquitin protein ligase E3 component n-recognin 5	COSG65755	8	102253012	102412841	8q22.3	y	n	mantle cell lymphoma, gastric, colorectal			L, E	Rec	oncogene	F, N, Mis, S		n		1	UBR5,ENSG00000104517.12,O95071,51366,DD5,EDD,HYD,KIAA0896
USP44	ubiquitin specific peptidase 44	COSG92286	12	95516560	95551490	12q22	y	n	lung cancer, colon cancer			E		TSG	D		n		2	USP44,ENSG00000136014.11,Q9H0E7,84101,FLJ14528
USP6	ubiquitin specific peptidase 6	COSG107118	17	5116438	5175034	17p13.2	y	n	aneurysmal bone cyst			M	Dom	oncogene, fusion	T	COL1A1, CDH11, CNBP, OMD, THRAP3	n		1	USP6,ENSG00000129204.16,P35125,9098,TRE17,Tre-2,Tre2
USP8	ubiquitin specific peptidase 8	COSG87291	15	50424380	50514419	15q21.2	y	n	corticotroph adenoma			E	Dom	oncogene	Mis, N		n		1	USP8,ENSG00000138592.13,P40818,9101,HumORF8,KIAA0055,SPG59,UBPY
USP9X	ubiquitin specific peptidase 9 X-linked	COSG86650	X	41085635	41236579	Xp11.4	y	y	colon carcinoma	colon carcinoma		E		fusion	T	ERAS	n		2	USP9X,ENSG00000124486.12,Q93008,8239,DFFRX,FAF,MRX99
VAV1	vav guanine nucleotide exchange factor 1	COSG96287	19	6772714	6857366	19p13.3	y	n	T-cell lymphoma			L		fusion	T	THAP4, MYO1F, S100A7	n		2	VAV1,ENSG00000141968.7,P15498,7409
VHL	von Hippel-Lindau tumor suppressor	COSG111666	3	10141008	10152220	3p25.3	y	y	renal, haemangioma, pheochromocytoma	renal, haemangioma, pheochromocytoma	Von Hippel-Lindau syndrome	E, M, O	Rec	TSG	D, Mis, N, F, S		n		1	VHL,ENSG00000134086.7,P40337,7428,VHL1
VTI1A	vesicle transport through interaction with t-SNAREs 1A	COSG86674	10	112446998	112818744	10q25.2	y	n	colorectal			E	Dom	fusion	T	TCF7L2	n		2	VTI1A,ENSG00000151532.13,Q96AJ9,143187,MVti1,Vti1-rp2,Vti1a
WAS	Wiskott-Aldrich syndrome	COSG72492	X	48676596	48691427	Xp11.23	n	y		lymphoma	Wiskott-Aldrich syndrome	L	Rec/X	oncogene	Mis, N, F, S		n		1	WAS,ENSG00000015285.10,P42768,7454,WASP,WASPA
WDCP	WD repeat and coiled coil containing	COSG91148	2	24029340	24049575	2p23.3	y	n	colorectal			E	Dom	fusion	T	ALK	n		1	WDCP,ENSG00000163026.11,Q9H6R7,80304,FLJ21945,MMAP
WIF1	WNT inhibitory factor 1	COSG112650	12	65050626	65121566	12q14.3	y	n	pleomorphic salivary gland adenoma			E	Dom	TSG, fusion	T	HMGA2	n		1	WIF1,ENSG00000156076.9,Q9Y5W5,11197
WNK2	WNK lysine deficient protein kinase 2	COSG97812	9	93184916	93320572	9q22.31	y	n	gastric cancer			E		TSG	Mis		n		2	WNK2,ENSG00000165238.16,Q9Y3S1,65268,KIAA1760,NY-CO-43
WRN	Werner syndrome RecQ like helicase	COSG61815	8	31033801	31173769	8p12	n	y		osteosarcoma, meningioma, other tumour types	Werner syndrome	L, E, M, O	Rec	TSG	Mis, N, F, S		n		1	WRN,ENSG00000165392.9,Q14191,7486,RECQ3,RECQL2
WT1	Wilms tumor 1	COSG61501	11	32387775	32435630	11p13	y	y	Wilms tumour, desmoplastic small round cell tumour	Wilms tumour	Denys-Drash syndrome, Frasier syndrome, familial Wilms tumour	O	Rec	oncogene, TSG, fusion	D, Mis, N, F, S, T	EWSR1	n		1	WT1,ENSG00000184937.13,7490,AWT1,NPHS4,WAGR,WIT-2
WWTR1	WW domain containing transcription regulator 1	COSG84133	3	149517235	149736714	3q25.1	y	n	epithelioid haemangioendothelioma			M	Dom	oncogene, fusion	T	CAMTA1	n		1	WWTR1,ENSG00000018408.14,Q9GZV5,25937,DKFZp586I1419,TAZ
XPA	XPA, DNA damage recognition and repair factor	COSG102586	9	97674909	97697357	9q22.33	n	y		skin basal cell, skin squamous cell, melanoma	xeroderma pigmentosum (A)	E	Rec	TSG	Mis, N, F, S		n		1	XPA,ENSG00000136936.10,P23025,7507,XP1,XPAC
XPC	XPC complex subunit, DNA damage recognition and repair factor	COSG95459	3	14145147	14178783	3p25.1	n	y		skin basal cell, skin squamous cell, melanoma	xeroderma pigmentosum (C)	E	Rec	TSG	Mis, N, F, S		n		1	XPC,ENSG00000154767.14,Q01831,7508,RAD4,XPCC
XPO1	exportin 1	COSG68225	2	61477849	61538626	2p15	y	n	CLL			L	Dom	oncogene	Mis		n		1	XPO1,ENSG00000082898.16,O14980,7514,CRM1,emb
YAP1	Yes associated protein 1	COSG79741	11	102110461	102233423	11q22.1	y	n	cervical carcinoma, glioblastoma, meningioma			E, O		fusion, oncogene	A, T	MAML2	n		1	YAP1,ENSG00000137693.13,P46937,10413,YAP65
YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	COSG73314	17	1344272	1400378	17p13.3	y	n	endometrial stromal sarcoma			M	Dom	TSG, fusion	T	NUTM2A, NUTM2B	y	Miller-Dieker lissencephaly syndrome	1	YWHAE,ENSG00000108953.16,P62258,7531,FLJ45465
ZBTB16	zinc finger and BTB domain containing 16	COSG68438	11	114059593	114250676	11q23.2	y	n	APL			L	Dom	TSG, fusion	T	RARA	n		1	ZBTB16,ENSG00000109906.13,Q05516,7704,PLZF
ZCCHC8	zinc finger CCHC-type containing 8	COSG91510	12	122471600	122501073	12q24.31	y	n	Spitzoid tumour			E	Dom	fusion	T	ROS1	n		2	ZCCHC8,ENSG00000033030.13,Q6NZY4,55596,DKFZp434E2220
ZEB1	zinc finger E-box binding homeobox 1	COSG60276	10	31318495	31529814	10p11.22	y	n	CCRCC, melanoma			E		oncogene	Mis		n		2	ZEB1,ENSG00000148516.21,P37275,6935,AREB6,BZP,FECD6,NIL-2-A,ZEB,Zfhep,Zfhx1a
ZFHX3	zinc finger homeobox 3	COSG106670	16	72782885	73891871	16q22.3	y	n	endometrial, gastric, prostate			E	Dom	TSG	Mis, N		n		1	ZFHX3,ENSG00000140836.16,Q15911,463,ZNF927
ZMYM2	zinc finger MYM-type containing 2	COSG84691	13	19958670	20091829	13q12.11	y	n	MPN, NHL			L	Dom	fusion	T	FGFR1	n		1	ZMYM2,ENSG00000121741.16,Q9UBW7,7750,FIM,MYM,RAMP
ZMYM3	zinc finger MYM-type containing 3	COSG81053	X	71239624	71255146	Xq13.1	y	n	CRC, breast cancer			E		TSG	F		n		2	ZMYM3,ENSG00000147130.14,Q14202,9203,DXS6673E,KIAA0385,MYM,ZNF198L2
ZNF331	zinc finger protein 331	COSG73607	19	53520981	53580269	19q13.42	y	n	follicular thyroid adenoma			E	Dom	TSG, fusion	T	?	n		1	ZNF331,ENSG00000130844.16,Q9NQX6,55422,RITA,ZNF361,ZNF463
ZNF384	zinc finger protein 384	COSG68568	12	6666477	6689572	12p13.31	y	n	ALL			L	Dom	fusion	T	EWSR1, TAF15	n		1	ZNF384,ENSG00000126746.17,Q8TF68,171017,CAGH1A,CIZ,NMP4,NP
ZNF429	zinc finger protein 429	COSG92428	19	21496682	21556270	19p12	y	n	GBM			O			Mis		n		2	ZNF429,ENSG00000197013.9,Q86V71,353088
ZNF479	zinc finger protein 479	COSG111702	7	57119614	57139864	7p11.2	y	n	lung cancer, bladder carcinoma, prostate carcinoma			E			Mis		n		2	ZNF479,ENSG00000185177.12,Q96JC4,90827,KR19
ZNF521	zinc finger protein 521	COSG65491	18	25061926	25352190	18q11.2	y	n	ALL			L	Dom	oncogene, fusion	T	PAX5	n		1	ZNF521,ENSG00000198795.10,Q96K83,25925,EHZF,Evi3
ZNRF3	zinc and ring finger 3	COSG102839	22	28883592	29057487	22q12.1	y	n	colorectal cancer, adrenocortical carcinoma, gastric cancer			E		TSG	N, F, Mis		n		2	ZNRF3,ENSG00000183579.15,Q9ULT6,84133,BK747E2.3,FLJ22057,KIAA1133,RNF203
ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2	COSG85804	X	15790472	15823260	Xp22.2	y	n	MDS, CLL			L	Rec	TSG	F, S, Mis		n		1	ZRSR2,ENSG00000169249.12,Q15696,8233,U2AF1-RS2,URP,ZC3H22
